"household_type","job_dep","work_condition","DEGREE","Employer_category","JOB_CATEGORY","Job_description","type_of_contract","working_hours","employee_count","INSEE_CODE","Age_2019","activity_sector","Sex","Wage"
"M_1_1","49","C","educ|1|7","ct_9","O","676a","CDI",1827,"tr_5","49078",54,"HZ","Male",22716
"M_1_2","44","C","educ|1|7","ct_9","O","526e","CDI",1872,"tr_1","49099",63,"QA","Female",16573
"M_3_2","49","P","educ|1|7","ct_9","O","478c","CDI",1664,"tr_4","49231",40,"MA","Female",19549
"M_3_2","53","C","educ|1|7","ct_8","O","341a","CDI",1820,"tr_5","53008",53,"PZ","Female",22493
"M_1_2","54","C","educ|1|7","ct_9","O","376b","CDI",2215,"tr_3","54263",46,"KZ","Female",75003
"M_4_1","54","P","educ|1|7","ct_8","O","423b","CDI",1095,"tr_3","54395",51,"PZ","Female",15711
"M_4_1","57","C","educ|1|7","ct_9","O","477b","CDI",1820,"tr_6","57227",30,"DZ","Male",42189
"M_4_1","58","C","educ|1|7","ct_8","O","465b","CDI",1820,"tr_1","58200",31,"RZ","Male",15514
"M_4_1","62","C","educ|1|7","ct_8","O","421b","CDI",1820,"tr_3","59009",31,"PZ","Female",21218
"M_4_1","59","P","educ|1|7","ct_8","O","344b","CDI",600,"tr_2","59256",58,"QB","Female",14587
"M_1_2","59","C","educ|1|7","ct_3","O","332b","CDI",1697,"tr_6","59284",36,"QA","Female",16612
"M_4_1","59","C","educ|1|7","ct_8","O","421b","CDI",1820,"tr_3","59350",31,"PZ","Female",26023
"M_4_1","59","C","educ|1|7","ct_9","O","423b","CDI",1365,"tr_2","59662",49,"PZ","Male",16695
"M_4_1","95","C","educ|1|7","ct_8","O","434d","CDI",1820,"tr_3","60110",34,"QB","Female",20187
"M_1_2","60","C","educ|1|7","ct_8","O","434d","CDI",1820,"tr_2","60276",44,"QB","Female",25635
"M_4_1","63","P","educ|1|7","ct_8","O","434b","CDI",1301,"tr_3","63070",37,"QB","Female",18998
"M_4_1","64","C","educ|1|7","ct_9","O","353a","CDI",1567,"tr_1","64024",35,"CC","Female",13699
"M_3_1","67","C","educ|1|7","ct_9","O","541d","CDI",1819,"tr_6","67138",40,"HZ","Male",22865
"M_4_1","67","C","educ|1|7","ct_8","O","534a","CDI",2221,"tr_6","67300",31,"NZ","Male",18945
"M_4_1","68","C","educ|1|7","ct_9","O","387b","CDI",2200,"tr_3","67482",37,"JC","Male",50414
"M_4_1","67","C","educ|1|7","ct_3","O","451h","CDI",1819,"tr_6","67489",29,"QA","Female",15495
"M_4_1","67","C","educ|1|7","ct_8","O","434d","CDI",1820,"tr_4","67544",36,"QB","Male",18821
"M_4_3","68","P","educ|1|7","ct_8","O","431f","CDI",1478,"tr_5","68066",60,"QA","Female",24910
"M_1_1","69","C","educ|1|7","ct_9","O","486b","CDI",1852,"tr_5","69119",52,"FZ","Male",23303
"M_4_1","69","C","educ|1|7","ct_9","O","433b","CDI",1812,"tr_1","69202",40,"GZ","Male",28146
"M_1_1","72","C","educ|1|7","ct_9","O","478a","CDI",1827,"tr_4","72181",34,"MA","Male",20670
"M_4_1","74","P","educ|1|7","ct_9","O","342d","CDI",1005,"tr_3","74012",52,"PZ","Male",13525
"M_2_0","74","C","educ|1|7","ct_2","O","421b","AUT",1820,"tr_1","74105",28,"PZ","Female",24629
"M_2_0","75","C","educ|1|7","ct_9","O","451a","CDI",1713,"tr_5","75108",53,"HZ","Male",18308
"M_4_3","75","C","educ|1|7","ct_9","O","353c","CDI",1820,"tr_3","75111",46,"RZ","Female",48545
"M_4_1","75","P","educ|1|7","ct_9","O","461b","CDI",795,"tr_1","75112",68,"FZ","Female",14922
"M_4_2","92","C","educ|1|7","ct_9","O","373b","CDI",1990,"tr_6","75115",64,"JC","Male",48339
"M_4_4","76","C","educ|1|7","ct_6","O","462b","CDI",1843,"tr_2","76238",25,"GZ","Female",17582
"M_4_1","76","C","educ|1|7","ct_1","O","422b","AUT",1820,"tr_5","76481",47,"PZ","Male",32747
"M_4_1","77","C","educ|1|7","ct_8","O","431f","CDI",1847,"tr_5","77186",57,"QA","Female",36544
"M_4_1","91","C","educ|1|7","ct_9","O","374d","CDI",1622,"tr_2","77296",44,"FZ","Male",55684
"M_3_2","77","P","educ|1|7","ct_8","O","341a","CDI",1811,"tr_5","77330",36,"PZ","Female",20031
"M_1_1","75","C","educ|1|7","ct_9","O","468a","CDI",2028,"tr_3","78646",31,"IZ","Male",25110
"M_4_3","79","C","educ|1|7","ct_9","O","542a","CDI",2200,"tr_5","79100",46,"CE","Female",31731
"M_1_1","79","C","educ|1|7","ct_9","O","462b","CDI",1749,"tr_3","79114",26,"GZ","Male",14979
"M_1_1","83","C","educ|1|7","ct_9","O","478a","CDI",1820,"tr_1","83137",24,"JC","Male",25832
"M_4_1","16","C","educ|1|7","ct_8","O","374d","CDI",1773,"tr_4","87050",43,"QB","Female",28593
"M_1_2","87","C","educ|1|7","ct_8","O","545d","CDI",1848,"tr_6","87177",32,"OZ","Female",18268
"M_4_1","93","C","educ|1|7","ct_9","O","373a","CDI",1759,"tr_2","91477",39,"MA","Male",48330
"M_4_1","92","C","educ|1|7","ct_9","O","463b","CDI",2028,"tr_1","91521",34,"GZ","Male",28233
"M_4_1","94","C","educ|1|7","ct_8","O","431f","CDI",1820,"tr_6","91540",34,"QA","Female",26352
"M_4_1","92","C","educ|1|7","ct_9","O","374c","CDI",3000,"tr_2","92026",40,"GZ","Female",69590
"M_4_1","75","F","educ|1|7","ct_9","O","353a","CDI",713,"tr_1","93032",46,"JA","Female",16169
"M_4_1","91","C","educ|1|7","ct_8","O","422e","CDI",1944,"tr_5","93048",47,"PZ","Female",26441
"M_4_2","95","C","educ|1|7","ct_9","O","546c","CDI",1820,"tr_4","93072",46,"HZ","Male",20722
"M_4_1","94","C","educ|1|7","ct_9","O","462a","CDI",1911,"tr_6","94033",37,"GZ","Male",25777
"M_4_3","92","C","educ|1|7","ct_9","O","526a","CDI",2923,"tr_6","94071",46,"QA","Female",35122
"M_4_1","93","C","educ|1|7","ct_9","O","433d","CDI",2035,"tr_1","95582",36,"GZ","Female",21931
"M_4_1","06","C","educ|1|8","ct_9","O","382d","CDI",1555,"tr_2","06029",32,"FZ","Male",28262
"M_3_2","06","C","educ|1|8","ct_8","O","526d","CDI",1446,"tr_3","06088",53,"QB","Male",15321
"M_1_2","13","C","educ|1|8","ct_9","O","344a","CDI",2042,"tr_2","13215",36,"QA","Female",45893
"M_4_1","16","C","educ|1|8","ct_9","O","373c","CDI",1372,"tr_1","16384",57,"MA","Female",27058
"M_2_0","58","P","educ|1|8","ct_8","O","341a","CDI",1771,"tr_5","21231",31,"PZ","Male",15754
"M_4_1","21","C","educ|1|8","ct_9","O","424a","CDI",1866,"tr_4","21231",36,"RZ","Male",65089
"M_4_1","75","C","educ|1|8","ct_9","O","372a","CDI",2200,"tr_2","29024",37,"KZ","Female",62530
"M_3_2","29","C","educ|1|8","ct_8","O","341a","CDI",1820,"tr_4","29069",55,"PZ","Female",34071
"M_4_1","29","C","educ|1|8","ct_8","O","341a","CDI",1820,"tr_4","29162",40,"PZ","Female",20983
"M_3_2","29","C","educ|1|8","ct_8","O","431a","CDI",1820,"tr_4","29226",56,"QB","Female",33446
"M_4_1","30","P","educ|1|8","ct_9","O","431d","CDI",1065,"tr_4","30177",38,"QB","Female",16987
"M_4_1","45","C","educ|1|8","ct_8","O","372b","CDI",1820,"tr_6","30328",54,"KZ","Male",41808
"M_1_1","31","P","educ|1|8","ct_9","O","388b","CDI",1582,"tr_6","31488",45,"JC","Male",30776
"M_4_3","31","P","educ|1|8","ct_9","O","372b","CDI",1622,"tr_4","31555",29,"MA","Female",28805
"M_4_1","31","C","educ|1|8","ct_9","O","383a","CDI",2001,"tr_6","31555",48,"MA","Male",48793
"M_4_1","31","C","educ|1|8","ct_6","O","388c","CDI",1820,"tr_1","31555",48,"JC","Male",27686
"M_4_1","92","C","educ|1|8","ct_9","O","388b","CDI",1820,"tr_5","33063",33,"JA","Female",29389
"M_4_1","33","P","educ|1|8","ct_9","O","467c","CDI",1462,"tr_6","33227",38,"KZ","Female",24411
"M_4_1","33","C","educ|1|8","ct_1","O","422b","AUT",2012,"tr_4","33256",56,"PZ","Male",43651
"M_4_1","78","C","educ|1|8","ct_5","O","373b","CDI",1643,"tr_4","33281",38,"HZ","Male",38767
"M_4_2","33","C","educ|1|8","ct_8","O","424a","CDI",1787,"tr_3","33334",31,"QB","Male",16118
"M_4_1","33","C","educ|1|8","ct_9","O","373b","CDI",1820,"tr_4","33449",53,"HZ","Male",31196
"M_4_1","30","C","educ|1|8","ct_5","O","425a","CDI",1826,"tr_2","34172",34,"RZ","Female",22629
"M_4_1","38","C","educ|1|8","ct_3","O","434e","AUT",1820,"tr_3","38228",57,"QB","Male",22255
"M_3_2","69","C","educ|1|8","ct_4","O","375b","CDI",1820,"tr_6","38563",38,"SZ","Female",37858
"M_3_2","42","P","educ|1|8","ct_6","O","433d","CDI",1558,"tr_1","42205",38,"GZ","Female",19216
"M_4_3","42","C","educ|1|8","ct_8","O","421a","CDI",1827,"tr_4","42218",49,"QB","Female",13904
"M_4_1","44","C","educ|1|8","ct_8","O","341a","CDI",2158,"tr_3","44109",51,"PZ","Female",29536
"M_1_1","44","C","educ|1|8","ct_9","O","374b","CDI",2200,"tr_6","44109",43,"KZ","Male",56263
"M_4_1","44","C","educ|1|8","ct_9","O","481a","CDI",1825,"tr_2","44164",37,"FZ","Male",26262
"M_4_1","49","C","educ|1|8","ct_8","O","341a","CDI",1820,"tr_5","49099",47,"PZ","Male",23848
"M_3_2","57","P","educ|1|8","ct_1","O","461e","CDI",1456,"tr_4","54323",49,"OZ","Female",18478
"M_4_1","54","P","educ|1|8","ct_9","O","374b","CDI",1564,"tr_6","54397",46,"GZ","Female",31334
"M_4_1","56","C","educ|1|8","ct_6","O","433d","CDI",1820,"tr_1","56143",34,"GZ","Female",18060
"M_1_2","59","C","educ|1|8","ct_9","O","388a","CDI",1824,"tr_6","59043",25,"JC","Female",28623
"M_4_1","64","P","educ|1|8","ct_9","O","373d","CDI",1430,"tr_1","64317",39,"KZ","Female",15253
"M_4_1","69","C","educ|1|8","ct_9","O","377a","CDI",2028,"tr_2","69140",48,"IZ","Male",59508
"M_3_2","13","C","educ|1|8","ct_8","O","388c","CDI",2145,"tr_3","69202",46,"SZ","Female",34927
"M_4_1","69","C","educ|1|8","ct_9","O","388c","CDI",1820,"tr_3","69256",51,"JC","Male",40714
"M_4_1","69","C","educ|1|8","ct_9","O","382a","CDI",1895,"tr_5","69387",28,"MA","Female",29718
"M_1_2","70","C","educ|1|8","ct_9","O","423a","CDI",1923,"tr_1","70550",26,"QA","Female",16586
"M_4_1","74","P","educ|1|8","ct_9","O","342d","CDI",1005,"tr_3","74145",52,"PZ","Male",14860
"M_4_2","75","C","educ|1|8","ct_8","O","653a","CDI",1820,"tr_6","75114",53,"QA","Male",23624
"M_1_1","76","C","educ|1|8","ct_9","O","374c","CDI",574,"tr_4","76351",60,"HZ","Male",14230
"M_4_1","76","P","educ|1|8","ct_9","O","384b","CDI",1243,"tr_6","76374",27,"CL","Male",28589
"M_3_2","76","C","educ|1|8","ct_9","O","423b","CDI",1820,"tr_2","76429",38,"PZ","Female",17352
"M_4_3","76","C","educ|1|8","ct_9","O","651a","CDI",1980,"tr_5","76615",45,"CM","Male",25388
"M_3_1","76","C","educ|1|8","ct_9","O","474c","CDI",1855,"tr_6","76681",45,"CL","Male",34677
"M_4_1","94","P","educ|1|8","ct_9","O","374c","CDI",762,"tr_6","77241",31,"GZ","Female",30175
"M_4_3","92","C","educ|1|8","ct_9","O","376e","CDI",1863,"tr_3","77371",31,"KZ","Female",47075
"M_4_1","75","P","educ|1|8","ct_9","O","376a","CDI",1320,"tr_5","77466",47,"KZ","Male",37796
"M_4_1","92","C","educ|1|8","ct_9","O","388a","CDI",1819,"tr_6","77479",40,"JC","Male",47512
"M_4_1","78","P","educ|1|8","ct_6","O","344d","CDI",1199,"tr_1","78005",54,"GZ","Female",27535
"M_4_2","83","C","educ|1|8","ct_9","O","385c","CDI",1819,"tr_2","83069",60,"GZ","Male",32382
"M_1_1","83","C","educ|1|8","ct_6","O","463e","CDI",NA,"tr_1","83112",33,"GZ","Male",22461
"M_4_1","83","C","educ|1|8","ct_9","O","462b","CDI",842,"tr_4","83126",38,"GZ","Male",14197
"M_4_1","87","P","educ|1|8","ct_9","O","373b","CDI",1256,"tr_5","87125",43,"MA","Female",30346
"M_4_1","91","C","educ|1|8","ct_8","O","375b","CDI",1826,"tr_5","91027",34,"PZ","Female",23445
"M_4_1","92","P","educ|1|8","ct_9","O","372a","CDI",1449,"tr_6","91027",27,"MA","Male",34265
"M_4_1","92","C","educ|1|8","ct_9","A","461e","APP",1365,"tr_6","91215",27,"KZ","Female",14385
"M_4_1","92","C","educ|1|8","ct_9","O","388a","CDI",1668,"tr_5","91228",32,"JC","Female",24651
"M_1_1","92","C","educ|1|8","ct_6","O","374d","CDI",2200,"tr_4","92032",34,"NZ","Male",59082
"M_4_1","75","C","educ|1|8","ct_4","O","344b","CDI",1820,"tr_5","92046",62,"OZ","Female",52194
"M_3_1","92","C","educ|1|8","ct_9","O","525d","CDI",1762,"tr_4","92051",32,"QA","Male",14018
"M_4_1","92","C","educ|1|8","ct_9","O","388a","CDI",1428,"tr_6","92078",44,"JC","Female",48129
"M_1_1","77","C","educ|1|8","ct_9","O","388c","CDI",2147,"tr_6","93001",61,"HZ","Male",49310
"M_4_1","92","C","educ|1|8","ct_9","O","388a","CDI",2200,"tr_6","94046",59,"JC","Male",53356
"M_4_2","93","F","educ|1|8","ct_8","O","344b","CDI",360,"tr_3","94058",54,"QB","Male",15044
"M_1_1","75","P","educ|1|8","ct_8","O","344b","CDI",2188,"tr_5","94068",55,"QA","Male",83122
"M_4_1","75","P","educ|1|8","ct_9","O","372b","CDI",1203,"tr_6","94078",56,"KZ","Male",38876
"M_4_3","92","C","educ|1|8","ct_9","O","374d","CDI",1771,"tr_5","95252",50,"MA","Female",24393
"M_4_1","10","C","educ|1|9","ct_9","O","691e","CDI",1878,"tr_1","10006",48,"GZ","Female",16389
"M_1_2","41","C","educ|1|9","ct_1","O","341a","AUT",1820,"tr_3","28229",26,"PZ","Female",22010
"M_3_1","31","C","educ|1|9","ct_1","O","341b","CDI",1888,"tr_3","31282",49,"PZ","Male",20161
"M_1_1","34","C","educ|1|9","ct_9","O","534a","CDI",1945,"tr_3","34172",47,"RZ","Male",21827
"M_4_1","22","C","educ|1|9","ct_9","O","388d","CDI",1948,"tr_5","44109",53,"JC","Male",36440
"M_4_1","56","C","educ|1|9","ct_8","O","341a","CDI",1988,"tr_5","56158",47,"PZ","Female",36966
"M_4_1","69","C","educ|1|9","ct_9","O","344b","CDI",1820,"tr_5","69091",56,"QA","Male",144059
"M_4_2","69","C","educ|1|9","ct_9","O","344d","CDI",1968,"tr_3","69382",56,"GZ","Male",41454
"M_3_2","75","C","educ|1|9","ct_8","O","341a","CDI",2200,"tr_5","75114",57,"SZ","Female",66228
"M_4_1","77","P","educ|1|9","ct_2","O","423b","CDI",2360,"tr_5","75118",44,"OZ","Male",31559
"M_4_1","94","C","educ|1|9","ct_8","O","341a","CDI",1823,"tr_4","94076",55,"PZ","Male",29781
"M_4_2","59","C","educ|1","ct_8","O","525d","CDI",1868,"tr_4","59477",54,"QB","Male",15499
"M_4_1","91","C","educ|1","ct_5","O","342g","CDI",1950,"tr_6","91377",55,"MB","Male",63095
"M_3_2","95","C","educ|1","ct_9","O","676c","CDI",1950,"tr_5","93031",50,"GZ","Female",20543
"M_4_2","75","C","educ|1","ct_9","O","684a","TTP",1642,"tr_1","93079",63,"NZ","Male",16341
"M_4_3","16","P","educ|2","ct_6","O","674c","CDI",1807,"tr_1","16089",39,"MC","Female",15689
"M_4_3","84","C","educ|2","ct_9","O","684a","CDI",1558,"tr_3","30004",46,"NZ","Female",17138
"M_4_2","32","C","educ|2","ct_9","O","691e","TTP",1822,"tr_2","32132",41,"NZ","Male",15737
"M_1_1","33","C","educ|2","ct_9","O","525d","CDI",1874,"tr_6","33143",54,"IZ","Male",20916
"M_4_1","37","C","educ|2","ct_9","O","625c","CDI",1778,"tr_5","37067",43,"CF","Female",15260
"M_4_1","37","C","educ|2","ct_9","O","628c","CDI",1819,"tr_5","37184",49,"CM","Male",17914
"M_4_1","13","C","educ|2","ct_9","O","543f","CDI",1820,"tr_3","41180",44,"GZ","Female",22008
"M_4_1","41","C","educ|2","ct_9","O","643a","CDI",2002,"tr_5","41207",52,"NZ","Male",16497
"M_4_1","49","C","educ|2","ct_8","O","691b","CDI",2071,"tr_3","49353",25,"NZ","Male",15876
"M_3_2","57","C","educ|2","ct_8","O","691e","CDI",1820,"tr_1","57571",41,"SZ","Male",17857
"M_4_3","90","C","educ|2","ct_6","O","652a","CDI",1881,"tr_2","68140",52,"HZ","Female",21750
"M_4_3","93","C","educ|2","ct_9","O","488b","CDI",2072,"tr_3","93031",32,"IZ","Male",14755
"M_3_2","75","C","educ|2","ct_8","O","526c","CDI",1771,"tr_3","94078",61,"QB","Female",17602
"M_4_1","06","C","educ|3","ct_9","O","481a","CDI",2024,"tr_0","06088",46,"FZ","Male",27963
"M_4_1","76","C","educ|3","ct_9","O","478c","CDI",1819,"tr_3","14229",50,"GZ","Male",19060
"M_4_1","25","C","educ|3","ct_6","O","526b","CDI",1812,"tr_1","25633",52,"QA","Female",19284
"M_3_1","28","C","educ|3","ct_9","O","673b","CDI",1820,"tr_2","28359",51,"CH","Male",17134
"M_1_2","33","C","educ|3","ct_9","O","486b","CDI",1789,"tr_6","33039",53,"NZ","Female",17459
"M_4_1","38","C","educ|3","ct_9","O","675b","CDI",2028,"tr_1","38547",58,"CC","Male",17575
"M_4_2","42","C","educ|3","ct_9","O","673a","CDI",1905,"tr_4","42252",54,"CH","Male",21256
"M_4_1","44","P","educ|3","ct_8","O","526d","CDI",1830,"tr_4","44036",34,"QB","Male",14783
"M_4_1","45","C","educ|3","ct_9","O","463d","CDI",NA,"tr_2","45004",51,"GZ","Female",29410
"M_1_2","50","C","educ|3","ct_9","O","653a","CDI",1813,"tr_3","50109",61,"IZ","Female",17505
"M_3_2","62","P","educ|3","ct_8","O","563b","CDD",1088,"tr_2","62160",48,"QB","Male",19130
"M_4_3","59","C","educ|3","ct_3","O","451h","CDI",1819,"tr_6","62186",57,"QA","Female",16361
"M_4_1","57","C","educ|3","ct_6","O","637a","CDI",1820,"tr_2","67222",33,"CG","Female",19503
"M_4_1","76","C","educ|3","ct_9","O","472c","CDI",1638,"tr_1","76051",35,"FZ","Male",26022
"M_4_1","93","C","educ|3","ct_9","O","526e","CDI",1873,"tr_3","77053",57,"QB","Male",15183
"M_1_1","77","C","educ|3","ct_9","O","383a","CDI",1820,"tr_5","77279",28,"MA","Male",23237
"M_4_1","77","C","educ|3","ct_9","O","526d","CDI",1730,"tr_5","77486",46,"QB","Male",16051
"M_3_2","78","C","educ|3","ct_9","O","652a","CDI",1814,"tr_3","78172",47,"GZ","Male",23330
"M_4_1","91","C","educ|3","ct_9","O","621c","CDI",1734,"tr_6","91549",52,"FZ","Male",22754
"M_4_2","92","C","educ|3","ct_9","O","463c","CDI",1819,"tr_1","92050",42,"GZ","Male",27302
"M_4_2","75","C","educ|3","ct_9","O","534a","CDI",1958,"tr_6","94046",62,"NZ","Male",16596
"M_1_1","75","P","educ|3","ct_2","O","524c","CDI",1734,"tr_3","94079",36,"PZ","Male",16016
"M_3_1","78","C","educ|3","ct_9","O","623e","CDI",2122,"tr_2","94080",50,"CK","Male",24081
"M_4_2","95","C","educ|3","ct_9","O","521a","CDI",1668,"tr_6","95582",43,"HZ","Male",16494
"M_1_2","25","P","educ|1|1","ct_9","O","451a","CDI",1274,"tr_6","25228",59,"HZ","Female",17815
"M_1_1","36","C","educ|1|1","ct_9","O","641a","CDI",2343,"tr_3","36045",52,"HZ","Male",21953
"M_4_1","47","C","educ|1|1","ct_4","O","632k","CDD",1820,"tr_4","47001",45,"OZ","Male",15620
"M_4_1","54","C","educ|1|1","ct_8","O","525d","CDI",1820,"tr_5","54062",53,"QB","Male",17322
"M_4_1","56","C","educ|1|1","ct_9","O","674b","CDI",1827,"tr_6","56240",47,"CA","Female",19845
"M_4_3","59","C","educ|1|1","ct_9","O","628g","CDI",1827,"tr_5","59220",63,"NZ","Female",16402
"M_4_2","94","C","educ|1|1","ct_9","O","676a","CDI",1950,"tr_1","94078",58,"GZ","Male",18710
"M_4_1","94","C","educ|1|1","ct_2","O","563b","CDD",1847,"tr_4","94081",60,"QB","Female",21750
"M_4_1","75","C","educ|1|1","ct_9","O","387d","CDI",2028,"tr_5","95063",59,"CB","Male",47853
"M_4_2","84","C","educ|1|2","ct_9","O","534a","CDI",1722,"tr_4","12234",56,"NZ","Male",15716
"M_1_1","14","C","educ|1|2","ct_9","O","521a","CDI",1809,"tr_6","14328",43,"HZ","Male",17817
"M_4_1","14","C","educ|1|2","ct_9","O","628c","CDI",1872,"tr_6","14562",47,"CL","Male",28303
"M_3_2","28","P","educ|1|2","ct_9","O","461d","CDI",1299,"tr_1","28088",52,"FZ","Female",16818
"M_4_1","33","C","educ|1|2","ct_9","O","451a","CDI",1820,"tr_6","33138",51,"HZ","Female",25424
"M_3_2","33","C","educ|1|2","ct_9","O","635a","CDI",2113,"tr_3","33318",51,"CC","Female",18985
"M_4_3","35","P","educ|1|2","ct_9","O","451a","CDI",1274,"tr_6","35281",62,"HZ","Female",17360
"M_2_0","36","C","educ|1|2","ct_9","O","551a","CDI",1804,"tr_0","36052",37,"LZ","Male",19420
"M_4_3","41","C","educ|1|2","ct_9","O","672a","CDI",1907,"tr_5","41018",54,"CJ","Female",21341
"M_4_1","49","C","educ|1|2","ct_9","O","554e","CDI",1862,"tr_1","49193",36,"GZ","Male",23610
"M_1_2","51","P","educ|1|2","ct_9","O","653a","CDI",1738,"tr_4","51454",43,"GZ","Female",26136
"M_1_2","21","P","educ|1|2","ct_9","O","551a","CDI",1916,"tr_4","58194",61,"GZ","Female",15791
"M_4_1","66","C","educ|1|2","ct_8","O","525d","CDI",1866,"tr_4","65059",38,"QB","Female",16870
"M_3_2","71","C","educ|1|2","ct_9","O","652a","CDI",1834,"tr_3","71342",41,"HZ","Female",20272
"M_1_1","71","C","educ|1|2","ct_9","O","655a","CDI",1847,"tr_3","71419",37,"HZ","Male",30461
"M_4_1","74","C","educ|1|2","ct_9","O","472c","CDI",1747,"tr_3","74075",61,"FZ","Male",23117
"M_1_1","74","C","educ|1|2","ct_9","O","478c","CDI",1831,"tr_1","74281",47,"JC","Male",17476
"M_4_1","92","C","educ|1|2","ct_9","O","526c","CDI",1820,"tr_1","75119",52,"QB","Female",20325
"M_4_1","83","C","educ|1|2","ct_9","O","676c","CDI",1926,"tr_2","83034",49,"NZ","Female",16039
"M_4_1","03","C","educ|1|3","ct_6","O","633a","CDI",1820,"tr_1","03082",34,"FZ","Male",18174
"M_4_3","06","C","educ|1|3","ct_9","O","526a","CDI",1928,"tr_6","06029",65,"QA","Female",24699
"M_3_1","06","C","educ|1|3","ct_9","O","676a","CDI",1819,"tr_1","06046",46,"MC","Male",16605
"M_4_1","06","C","educ|1|3","ct_9","O","526e","CDI",1125,"tr_1","06069",28,"QA","Male",17417
"M_4_1","06","C","educ|1|3","ct_9","O","674d","CDI",2200,"tr_2","06088",46,"CH","Male",28415
"M_3_2","06","C","educ|1|3","ct_5","O","625h","CDI",1736,"tr_6","06088",27,"EZ","Male",24324
"M_4_1","26","C","educ|1|3","ct_9","O","676d","CDI",1929,"tr_4","07019",27,"HZ","Male",18596
"M_3_2","08","C","educ|1|3","ct_9","O","545c","CDI",1820,"tr_1","08491",49,"KZ","Female",25547
"M_4_1","10","C","educ|1|3","ct_9","O","632f","CDD",1123,"tr_1","10033",56,"FZ","Male",17618
"M_4_1","11","C","educ|1|3","ct_9","O","526a","CDI",1465,"tr_4","11254",46,"QA","Female",15953
"M_4_3","14","C","educ|1|3","ct_9","O","534a","CDI",2224,"tr_3","14275",29,"MB","Male",28113
"M_3_2","14","C","educ|1|3","ct_9","O","487a","CDI",2015,"tr_1","14614",45,"GZ","Female",24744
"M_4_1","16","C","educ|1|3","ct_9","O","641a","CDI",1756,"tr_1","16286",32,"FZ","Male",17405
"M_1_1","86","C","educ|1|3","ct_9","O","521a","CDI",1774,"tr_6","17243",51,"HZ","Male",20411
"M_4_3","17","C","educ|1|3","ct_9","O","673c","CDI",1808,"tr_5","17291",54,"CL","Female",15626
"M_4_1","18","C","educ|1|3","ct_9","O","653a","CDI",1820,"tr_1","18033",58,"GZ","Male",16981
"M_4_1","18","C","educ|1|3","ct_3","O","526d","CDI",1820,"tr_6","18033",36,"QA","Female",18649
"M_4_1","18","C","educ|1|3","ct_6","O","465a","CDI",1686,"tr_1","18234",41,"CC","Male",20155
"M_1_1","18","C","educ|1|3","ct_2","O","621f","AUT",1820,"tr_3","18279",34,"OZ","Male",23150
"M_4_1","21","C","educ|1|3","ct_9","O","652a","CDI",1824,"tr_3","21171",52,"HZ","Male",17619
"M_4_1","21","C","educ|1|3","ct_1","O","461f","CDI",1819,"tr_4","21231",54,"OZ","Female",25508
"M_4_1","21","C","educ|1|3","ct_9","O","477d","CDI",2200,"tr_1","21611",49,"EZ","Male",31828
"M_4_1","22","C","educ|1|3","ct_9","O","554a","CDI",1820,"tr_6","22225",41,"GZ","Male",20473
"M_1_2","24","C","educ|1|3","ct_8","O","526a","CDI",1676,"tr_6","24291",58,"QA","Female",23445
"M_1_1","25","C","educ|1|3","ct_9","O","652a","CDI",1926,"tr_6","25245",35,"CH","Male",24430
"M_3_1","25","C","educ|1|3","ct_9","O","641a","CDI",2144,"tr_4","25321",46,"HZ","Male",20652
"M_4_1","76","C","educ|1|3","ct_9","O","521a","CDI",1804,"tr_6","27302",43,"HZ","Male",22825
"M_4_1","28","C","educ|1|3","ct_9","O","632a","CDI",1666,"tr_1","28104",43,"FZ","Male",19500
"M_4_1","28","C","educ|1|3","ct_9","O","628a","CDI",2200,"tr_2","28112",55,"CH","Male",23671
"M_4_1","29","C","educ|1|3","ct_9","O","534a","CDI",1928,"tr_5","29019",49,"NZ","Male",14077
"M_1_2","29","C","educ|1|3","ct_9","O","463a","CDI",1777,"tr_1","29035",48,"GZ","Female",17381
"M_4_1","29","C","educ|1|3","ct_9","O","672a","CDI",1820,"tr_3","29051",59,"CI","Male",17682
"M_1_1","29","C","educ|1|3","ct_6","O","671c","CDI",1823,"tr_1","29107",22,"FZ","Male",18451
"M_4_2","29","C","educ|1|3","ct_9","O","472c","CDI",1820,"tr_3","29212",57,"MA","Male",27184
"M_4_1","34","C","educ|1|3","ct_9","O","653a","CDI",1822,"tr_5","30155",44,"GZ","Male",21626
"M_4_1","31","C","educ|1|3","ct_9","O","526e","CDI",2085,"tr_4","31395",32,"QA","Male",15168
"M_4_1","31","C","educ|1|3","ct_9","O","651b","CDI",1659,"tr_2","31488",48,"FZ","Male",18996
"M_3_2","31","C","educ|1|3","ct_9","O","636c","CDI",2042,"tr_1","31555",22,"CA","Female",18297
"M_4_1","33","C","educ|1|3","ct_9","O","451a","CDI",1820,"tr_6","33063",55,"HZ","Male",23821
"M_4_2","33","C","educ|1|3","ct_9","O","485a","CDI",1173,"tr_4","33199",29,"DZ","Male",16543
"M_4_1","34","C","educ|1|3","ct_9","O","478d","CDI",1851,"tr_2","34058",30,"CM","Male",20855
"M_4_1","34","C","educ|1|3","ct_9","O","676c","CDI",1820,"tr_3","34154",53,"CM","Male",16361
"M_1_2","34","C","educ|1|3","ct_9","O","461d","CDI",2075,"tr_3","34199",46,"MA","Female",27331
